datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-09-24T13:07:00.967Z";"2485.856";"update";"items.Transform";;"ed8df4a6-e800-4499-9647-a79e82553247";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3239.7";"594.0";"0";"1.0";;;
"2019-09-24T13:07:36.026Z";"2520.915";"update";"items";"Postit";"5f120026-00ff-4a01-87ea-5771f020305c";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";;;"6f315aa6-a5ac-4d3f-a294-5b4d2ee9895f";;"1964.5";"721.3";"0";"1.0";"proteger l'argent du vol d argent";;
"2019-09-24T13:07:32.329Z";"2517.218";"update";"items.Transform";;"b335fada-cafd-4cbd-9a10-0e50ce134b9f";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1729.9";"862.7";"0";"1.0";;;
"2019-09-24T13:07:35.199Z";"2520.088";"update";"items.Transform";;"5f120026-00ff-4a01-87ea-5771f020305c";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1964.5";"721.3";"0";"1.0";;;
"2019-09-24T13:07:36.061Z";"2520.95";"delete";"links";;"ecdfc2a7-763b-447e-91c7-8c73af80cf90";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:07:40.932Z";"2525.821";"update";"items.Transform";;"b335fada-cafd-4cbd-9a10-0e50ce134b9f";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1503.7";"817.8";"0";"1.0";;;
"2019-09-24T13:08:17.624Z";"2562.513";"update";"items.Transform";;"fe36e593-268d-455d-9e23-98f71cfeb386";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"948.1";"1184.0";"0";"1.0";;;
"2019-09-24T13:08:26.346Z";"2571.235";"update";"items.Transform";;"fa8f494e-05e1-45c3-a695-43d98e78ecbc";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"2443.4";"827.7";"0";"1.0";;;
"2019-09-24T13:08:30.259Z";"2575.148";"update";"items.Transform";;"a16b6b85-782a-46b2-a41d-cb0a69a3210e";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3239.7";"776.8";"0";"1.0";;;
"2019-09-24T13:08:31.408Z";"2576.297";"update";"items.Transform";;"ed8df4a6-e800-4499-9647-a79e82553247";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3239.7";"425.9";"0";"1.0";;;
